customer_id,name,age,gender,past_3_years_bike_related_purchases,categorized_job_title,job_industry_category,wealth_segment,owns_car,tenure,postcode,state,property_valuation
36,Lurette Stonnell,40.0,Female,33,Management & Leadership Roles,Unknown,Affluent Customer,No,22.0,2535,New South Wales,8
37,Laurie Dwerryhouse,32.0,Female,46,Marketing & Media,Health,High Net Worth,No,16.0,4726,Queensland,1
38,Cordi Merman,62.0,Female,37,Finance & Accounting,Financial Services,Affluent Customer,No,20.0,4805,Queensland,4
39,Hunfredo Smalley,38.0,Male,5,Administrative Roles,Entertainment,Mass Customer,No,22.0,2212,New South Wales,10
40,Tomasine Jerche,36.0,Female,91,Administrative Roles,Manufacturing,Affluent Customer,No,14.0,2207,New South Wales,8
41,Basilius Coupe,41.0,Male,64,Science & Research,Health,Mass Customer,No,16.0,3350,Victoria,9
42,Chiquita Durnall,40.0,Female,24,Finance & Accounting,Manufacturing,Mass Customer,No,18.0,3931,Victoria,10
43,Indira Belt,34.0,Female,38,Management & Leadership Roles,Retail,Mass Customer,No,5.0,4018,Queensland,8
44,Neron Verick,36.0,Male,63,Administrative Roles,Entertainment,Affluent Customer,Yes,17.0,4670,Queensland,2
45,Trace Woodhead,42.0,Male,64,Finance & Accounting,Financial Services,Mass Customer,No,8.0,2480,New South Wales,3
46,Kaila Allin,45.0,Female,98,unknown,Unknown,Affluent Customer,Yes,15.0,3212,Victoria,6
47,Matthew Jeaycock,25.0,Male,51,Engineering & Technical Roles,Health,Affluent Customer,No,2.0,2322,New South Wales,4
48,Rebbecca Casone,42.0,Female,46,Science & Research,Unknown,Mass Customer,Yes,8.0,3198,Victoria,9
49,Nolly Ownsworth,23.0,Male,63,Management & Leadership Roles,Unknown,Affluent Customer,No,1.0,2210,New South Wales,9
50,Whitby Schapero,37.0,Male,38,Marketing & Media,Manufacturing,Mass Customer,Yes,16.0,2047,New South Wales,10
51,Fidelio Dilke,58.0,Male,68,Engineering & Technical Roles,Retail,Mass Customer,No,18.0,4503,Queensland,5
52,Curran Bentson,29.0,Male,57,unknown,Financial Services,Mass Customer,Yes,13.0,2145,New South Wales,8
53,Agnella Gocke,63.0,Female,22,Engineering & Technical Roles,Financial Services,Mass Customer,No,16.0,4350,Queensland,3
54,Loralyn Wonfor,51.0,Female,2,Marketing & Media,Property,Mass Customer,Yes,18.0,2142,New South Wales,8
55,Linc Jillions,61.0,Male,48,Administrative Roles,Financial Services,Affluent Customer,Yes,7.0,2029,New South Wales,10
56,Reese Ensor,21.0,Male,44,Management & Leadership Roles,Property,Mass Customer,Yes,4.0,2127,New South Wales,10
57,Abba Masedon,29.0,Male,87,Engineering & Technical Roles,Unknown,Mass Customer,Yes,13.0,4280,Queensland,6
58,Dalenna Pinnock,50.0,Female,26,Administrative Roles,Financial Services,Affluent Customer,Yes,17.0,2166,New South Wales,9
59,Niki Heathcote,17.0,Male,60,Administrative Roles,Unknown,High Net Worth,No,3.0,2046,New South Wales,9
60,Nadiya Champerlen,47.0,Female,18,unknown,Manufacturing,Mass Customer,No,10.0,2026,New South Wales,10
61,Kacey Rowbottom,58.0,Female,47,Engineering & Technical Roles,Property,High Net Worth,No,13.0,2765,New South Wales,7
62,Sorcha Roggers,38.0,Female,38,unknown,IT,Mass Customer,Yes,22.0,2749,New South Wales,8
63,Ebony Zini,52.0,Female,58,Engineering & Technical Roles,Retail,Mass Customer,Yes,16.0,2745,New South Wales,9
64,Gerek Yve,39.0,Male,73,Administrative Roles,IT,High Net Worth,No,4.0,3752,Victoria,8
65,Yale Tanser,41.0,Male,21,IT & Software Roles,Financial Services,Affluent Customer,Yes,15.0,2153,New South Wales,10
66,Anselm Gawne,15.0,Male,46,Marketing & Media,Argiculture,High Net Worth,No,1.0,2217,New South Wales,10
67,Vernon Unknown,57.0,Male,67,Engineering & Technical Roles,Retail,Mass Customer,No,18.0,2230,New South Wales,10
68,Dahlia Eddoes,43.0,Female,37,IT & Software Roles,Unknown,Affluent Customer,No,9.0,3046,Victoria,7
69,Heidi Milner,48.0,Female,16,Engineering & Technical Roles,Unknown,Mass Customer,No,6.0,3183,Victoria,7
70,Foster Vannoort,24.0,Male,78,Administrative Roles,Financial Services,Affluent Customer,No,8.0,2070,New South Wales,12
71,Hoyt Glavias,32.0,Male,30,Science & Research,Argiculture,Affluent Customer,Yes,12.0,2213,New South Wales,10
72,Sammy Cheese,45.0,Male,93,Administrative Roles,Manufacturing,Affluent Customer,Yes,16.0,4208,Queensland,6
73,Minette Worters,57.0,Female,16,Education & Teaching,Unknown,Affluent Customer,Yes,5.0,2774,New South Wales,8
74,Pansy Kiddie,48.0,Female,94,unknown,Unknown,Mass Customer,Yes,6.0,4133,Queensland,8
75,Dollie Sealy,39.0,Female,28,Management & Leadership Roles,Property,Mass Customer,No,19.0,2756,New South Wales,8
76,Rea Hasser,39.0,Female,20,Science & Research,Retail,High Net Worth,Yes,18.0,4213,Queensland,9
77,Shermie Andrin,28.0,Male,79,Engineering & Technical Roles,Financial Services,Mass Customer,No,7.0,4170,Queensland,5
78,Arch Van der Kruis,32.0,Male,37,Management & Leadership Roles,Argiculture,Affluent Customer,No,8.0,2153,New South Wales,9
79,Tybi Silliman,49.0,Female,76,Marketing & Media,Manufacturing,Mass Customer,No,18.0,2073,New South Wales,10
80,Pablo Small,39.0,Male,11,IT & Software Roles,Entertainment,Mass Customer,No,13.0,3561,Victoria,1
81,Bee Blazewicz,31.0,Female,58,unknown,Health,High Net Worth,No,13.0,2330,New South Wales,6
82,Gleda Cokely,52.0,Female,93,Engineering & Technical Roles,Property,High Net Worth,No,19.0,3977,Victoria,8
83,Kerr Simmell,50.0,Male,97,Finance & Accounting,IT,Mass Customer,Yes,18.0,2204,New South Wales,12
84,Rich Mathiasen,59.0,Male,78,Finance & Accounting,Unknown,Mass Customer,Yes,14.0,2086,New South Wales,11
85,Kane Tixall,59.0,Male,1,Engineering & Technical Roles,Unknown,Mass Customer,No,8.0,2226,New South Wales,11
86,Job Sleney,28.0,Male,75,Healthcare & Therapy,Health,High Net Worth,Yes,7.0,2075,New South Wales,11
87,Fields Langdon,43.0,Male,78,Marketing & Media,Financial Services,Mass Customer,No,8.0,2038,New South Wales,12
88,Malynda Tumber,51.0,Female,41,Engineering & Technical Roles,Property,High Net Worth,Yes,7.0,2069,New South Wales,12
89,Benedicto Hoxey,50.0,Male,74,Engineering & Technical Roles,Health,Mass Customer,Yes,14.0,2100,New South Wales,11
90,Cary Garron,33.0,Male,76,Healthcare & Therapy,Manufacturing,Mass Customer,No,11.0,2233,New South Wales,10
91,Dylan Meaker,62.0,Male,69,Finance & Accounting,Financial Services,Affluent Customer,Yes,17.0,2166,New South Wales,9
92,Jodee Judkins,37.0,Female,98,Administrative Roles,Health,Mass Customer,No,12.0,3133,Victoria,10
93,Gordon Gowar,41.0,Male,63,Management & Leadership Roles,Retail,Mass Customer,Yes,10.0,3070,Victoria,10
94,Wallache Simchenko,43.0,Male,33,Engineering & Technical Roles,Manufacturing,Mass Customer,No,21.0,2777,New South Wales,7
95,Nomi Mallinder,57.0,Female,67,Engineering & Technical Roles,Manufacturing,Affluent Customer,Yes,8.0,3133,Victoria,10
96,Heath Olford,49.0,Male,33,Engineering & Technical Roles,Manufacturing,Mass Customer,No,15.0,2125,New South Wales,11
97,Arne Corain,38.0,Male,16,Marketing & Media,Financial Services,Mass Customer,Yes,10.0,2766,New South Wales,8
98,Allianora Babalola,61.0,Female,19,Healthcare & Therapy,Health,Mass Customer,No,7.0,2209,New South Wales,10
99,Reggie Mulliner,19.0,Male,97,Management & Leadership Roles,Financial Services,Mass Customer,No,3.0,2160,New South Wales,9
100,Tripp Steed,49.0,Male,80,Management & Leadership Roles,Financial Services,Mass Customer,Yes,4.0,2065,New South Wales,12
101,Goran Kwietek,42.0,Male,83,Healthcare & Therapy,Manufacturing,High Net Worth,No,11.0,2150,New South Wales,10
102,Langsdon Tranfield,61.0,Male,51,Healthcare & Therapy,Manufacturing,Affluent Customer,No,16.0,2168,New South Wales,9
103,Ethyl Runham,20.0,Female,49,Engineering & Technical Roles,Financial Services,Affluent Customer,Yes,4.0,2046,New South Wales,12
104,Odille Panketh,39.0,Female,40,Engineering & Technical Roles,Health,Mass Customer,Yes,9.0,4171,Queensland,10
105,Maribeth Pristnor,16.0,Female,25,Administrative Roles,Manufacturing,Mass Customer,No,1.0,2155,New South Wales,10
106,Glyn Unknown,51.0,Male,54,Engineering & Technical Roles,Health,High Net Worth,Yes,18.0,2517,New South Wales,9
107,Pris Stallebrass,27.0,Female,97,Healthcare & Therapy,Financial Services,Mass Customer,Yes,9.0,2096,New South Wales,12
108,Kayle Mingaud,23.0,Female,4,unknown,Unknown,High Net Worth,No,3.0,2750,New South Wales,8
109,Cody Blabey,39.0,Male,16,Administrative Roles,Unknown,Affluent Customer,Yes,4.0,2217,New South Wales,11
110,Sascha St. Quintin,17.0,Male,23,unknown,Financial Services,Affluent Customer,No,1.0,3977,Victoria,8
111,Cele Evason,24.0,Female,65,Engineering & Technical Roles,Unknown,Mass Customer,No,2.0,2093,New South Wales,12
112,Shena Parren,42.0,Female,88,Marketing & Media,Retail,High Net Worth,No,12.0,3204,Victoria,11
113,Gage Nickless,61.0,Male,67,Science & Research,Unknown,Mass Customer,No,20.0,4300,Queensland,4
114,Sunny Swindells,32.0,Female,10,Education & Teaching,Entertainment,Affluent Customer,No,8.0,2170,New South Wales,9
115,Alberik Mereweather,36.0,Male,77,Marketing & Media,Health,Mass Customer,No,18.0,3844,Victoria,1
116,Scottie Swiffen,18.0,Male,49,Administrative Roles,Manufacturing,Affluent Customer,Yes,2.0,2168,New South Wales,8
117,Nance Suttling,35.0,Female,75,Marketing & Media,Manufacturing,Mass Customer,No,15.0,4226,Queensland,6
118,Prentice Pearmain,58.0,Male,43,Finance & Accounting,Unknown,High Net Worth,No,19.0,3192,Victoria,10
119,Willey Chastanet,36.0,Male,9,Education & Teaching,Unknown,High Net Worth,Yes,9.0,3070,Victoria,7
120,Sloan Wagg,39.0,Male,80,Administrative Roles,Financial Services,High Net Worth,Yes,4.0,2485,New South Wales,2
121,Myles Pauncefort,60.0,Male,82,Marketing & Media,Manufacturing,Mass Customer,No,15.0,2097,New South Wales,9
122,Colver Itter,38.0,Male,87,Healthcare & Therapy,Financial Services,Mass Customer,Yes,12.0,4817,Queensland,2
123,Almeta Kalinsky,29.0,Female,85,Engineering & Technical Roles,Financial Services,High Net Worth,No,15.0,2516,New South Wales,8
124,Kath Cunney,22.0,Female,27,Administrative Roles,Health,High Net Worth,Yes,5.0,3074,Victoria,8
125,Darrelle Antoniewski,57.0,Female,94,Engineering & Technical Roles,Property,Mass Customer,No,16.0,2213,New South Wales,10
126,Norman Cliff,25.0,Male,53,Administrative Roles,Health,Mass Customer,Yes,3.0,4508,Queensland,4
127,Merrili Whitear,43.0,Female,81,Finance & Accounting,Financial Services,Mass Customer,No,19.0,4405,Queensland,1
128,Isidro Cypler,40.0,Male,73,Engineering & Technical Roles,Property,Mass Customer,Yes,12.0,2452,New South Wales,5
129,Weidar Silkstone,32.0,Male,64,Finance & Accounting,Financial Services,High Net Worth,Yes,19.0,2142,New South Wales,9
130,Raddy Delete,20.0,Male,32,Engineering & Technical Roles,Manufacturing,Mass Customer,No,1.0,2205,New South Wales,7
131,Jana Renyard,53.0,Female,57,Administrative Roles,Retail,High Net Worth,No,8.0,4132,Queensland,3
132,Celesta Willavoys,54.0,Female,5,Marketing & Media,Manufacturing,Mass Customer,Yes,9.0,2145,New South Wales,8
133,Eldridge Fiddeman,40.0,Male,12,Management & Leadership Roles,Financial Services,Mass Customer,Yes,16.0,4744,Queensland,1
134,Merna McCulloch,20.0,Female,34,Administrative Roles,Telecommunications,Affluent Customer,Yes,5.0,2158,New South Wales,11
135,Rosalia Sigart,42.0,Female,18,Finance & Accounting,IT,Mass Customer,No,3.0,3201,Victoria,6
136,Mel Bennet,44.0,Male,46,Engineering & Technical Roles,Manufacturing,High Net Worth,Yes,7.0,4178,Queensland,3
137,Vaughn Artin,30.0,Male,27,Administrative Roles,Property,High Net Worth,No,10.0,2112,New South Wales,10
138,Onofredo Franc,32.0,Male,5,Administrative Roles,Financial Services,Affluent Customer,Yes,13.0,2033,New South Wales,9
139,Gar Unknown,53.0,Male,1,Engineering & Technical Roles,Telecommunications,Affluent Customer,No,4.0,4401,Queensland,1
140,Morrie Flaxon,23.0,Male,9,Engineering & Technical Roles,Manufacturing,Mass Customer,No,2.0,3186,Victoria,9
141,Townsend Trobe,63.0,Male,67,Education & Teaching,Financial Services,High Net Worth,Yes,10.0,2097,New South Wales,11
142,Bentley Fortesquieu,50.0,Male,57,Engineering & Technical Roles,Health,Affluent Customer,No,17.0,3058,Victoria,9
143,Kendall Figg,60.0,Male,19,Engineering & Technical Roles,Argiculture,Mass Customer,Yes,11.0,4017,Queensland,6
145,Filippo Ferrara,20.0,Male,33,Marketing & Media,Financial Services,Mass Customer,No,4.0,2285,New South Wales,5
146,Ricoriki Matlock,32.0,Male,34,Healthcare & Therapy,Manufacturing,Mass Customer,No,8.0,2219,New South Wales,11
147,Rea Pattrick,44.0,Female,32,Engineering & Technical Roles,Health,Mass Customer,Yes,10.0,2065,New South Wales,11
148,Jaquith Maffey,36.0,Female,69,Engineering & Technical Roles,Unknown,Mass Customer,Yes,5.0,3216,Victoria,8
149,Drucy Kausche,22.0,Female,41,Science & Research,Health,Mass Customer,Yes,1.0,4509,Queensland,7
150,Bradly Crosse,34.0,Male,6,Finance & Accounting,Financial Services,Affluent Customer,No,17.0,2330,New South Wales,7
151,Donnie Brimson,52.0,Male,36,Marketing & Media,Manufacturing,Mass Customer,Yes,13.0,2759,New South Wales,9
152,Stephana Cardew,36.0,Female,5,Finance & Accounting,Financial Services,Mass Customer,No,16.0,2069,New South Wales,12
153,Lorilyn Walshe,40.0,Female,73,Administrative Roles,Entertainment,Mass Customer,Yes,12.0,2747,New South Wales,8
154,Faydra Dulieu,59.0,Female,90,Marketing & Media,Unknown,Mass Customer,No,11.0,2227,New South Wales,8
155,Orran Bogges,32.0,Male,4,Engineering & Technical Roles,Manufacturing,Mass Customer,No,10.0,2025,New South Wales,10
156,Shayla Rimmington,38.0,Female,23,Finance & Accounting,Financial Services,Mass Customer,Yes,11.0,3191,Victoria,11
157,Chad Houtby,43.0,Male,97,Finance & Accounting,Financial Services,Affluent Customer,No,16.0,3025,Victoria,8
158,Hamlin Odams,33.0,Male,99,Finance & Accounting,Unknown,Affluent Customer,No,5.0,2263,New South Wales,6
159,Arin Matskevich,30.0,Male,90,Science & Research,Health,Affluent Customer,No,13.0,2233,New South Wales,10
160,Wake Durning,53.0,Male,5,Engineering & Technical Roles,Health,Mass Customer,No,18.0,2154,New South Wales,11
161,Tadd Bloss,41.0,Male,49,unknown,Unknown,Mass Customer,No,16.0,2065,New South Wales,10
162,Port Acuna,38.0,Male,90,Healthcare & Therapy,IT,Mass Customer,No,15.0,2119,New South Wales,10
163,Kessia Helder,41.0,Female,58,Education & Teaching,Entertainment,High Net Worth,Yes,14.0,3016,Victoria,10
164,Aarika Van Vuuren,18.0,Female,55,Marketing & Media,Retail,Affluent Customer,Yes,1.0,4113,Queensland,4
165,Aldon Roelofs,33.0,Male,61,Administrative Roles,Argiculture,Mass Customer,Yes,12.0,2032,New South Wales,10
166,Elston Oleszczak,62.0,Male,54,Engineering & Technical Roles,Manufacturing,Affluent Customer,No,6.0,4300,Queensland,4
167,Nathalie Tideswell,48.0,Female,95,unknown,Health,High Net Worth,Yes,17.0,4352,Queensland,6
169,Alfy Bruhnke,60.0,Male,20,IT & Software Roles,Telecommunications,High Net Worth,Yes,5.0,2116,New South Wales,9
170,Jammal Gever,42.0,Male,80,Science & Research,Health,High Net Worth,No,21.0,3057,Victoria,8
171,Halli Davidoff,47.0,Female,62,Administrative Roles,Manufacturing,Mass Customer,No,10.0,2099,New South Wales,11
172,Hilton Carney,29.0,Male,54,Marketing & Media,Manufacturing,Affluent Customer,Yes,6.0,3749,Victoria,4
173,Ebba Hanselmann,21.0,Female,99,Management & Leadership Roles,Health,Affluent Customer,No,1.0,2766,New South Wales,8
174,Catie Tosspell,28.0,Female,93,Science & Research,Health,Mass Customer,No,12.0,2148,New South Wales,9
175,Templeton Hambrook,42.0,Male,36,Engineering & Technical Roles,Manufacturing,Affluent Customer,No,5.0,3145,Victoria,11
176,Angelo Clayal,25.0,Male,39,Finance & Accounting,Property,Mass Customer,No,10.0,2021,New South Wales,8
177,Ondrea Pablos,28.0,Female,25,Education & Teaching,Financial Services,High Net Worth,No,4.0,2333,New South Wales,5
178,Matthieu Bertelmot,50.0,Male,2,unknown,Unknown,Affluent Customer,No,8.0,2783,New South Wales,7
179,Esteban Sewill,51.0,Male,23,Science & Research,Manufacturing,High Net Worth,Yes,6.0,2280,New South Wales,9
180,Trisha Neasham,46.0,Female,16,Marketing & Media,Argiculture,Affluent Customer,No,14.0,4120,Queensland,8
181,Pavla Braunle,35.0,Female,49,Marketing & Media,Manufacturing,Mass Customer,No,9.0,3638,Victoria,1
182,Lydon Dahlman,25.0,Male,99,Marketing & Media,Financial Services,Affluent Customer,Yes,7.0,4300,Queensland,4
183,Dannie Hissie,20.0,Female,7,Engineering & Technical Roles,Retail,Affluent Customer,No,3.0,2074,New South Wales,10
184,Nappie Paolo,46.0,Male,40,Marketing & Media,Manufacturing,High Net Worth,Yes,7.0,2880,New South Wales,1
185,Crosby Walcot,38.0,Male,80,unknown,Property,Mass Customer,Yes,13.0,2430,New South Wales,5
186,Mireielle Jeppe,43.0,Female,46,Engineering & Technical Roles,Financial Services,Mass Customer,No,3.0,4560,Queensland,7
187,Pincas Ather,63.0,Male,97,Engineering & Technical Roles,Unknown,Mass Customer,No,11.0,2088,New South Wales,10
188,Audry Seine,42.0,Female,54,Healthcare & Therapy,Property,High Net Worth,Yes,13.0,2220,New South Wales,11
189,Umberto Torricella,36.0,Male,73,Healthcare & Therapy,Financial Services,Affluent Customer,No,10.0,3031,Victoria,4
190,Hayley Girardengo,38.0,Female,42,Engineering & Technical Roles,Health,Affluent Customer,No,10.0,2250,New South Wales,9
191,Christopher Heining,57.0,Male,22,Engineering & Technical Roles,Unknown,Affluent Customer,Yes,6.0,2261,New South Wales,7
192,Goldi Osler,39.0,Female,2,Marketing & Media,Health,Mass Customer,Yes,8.0,3196,Victoria,6
193,Foss Hardes,53.0,Male,13,Administrative Roles,Manufacturing,Mass Customer,Yes,12.0,4352,Queensland,7
194,Ursala Ferrai,43.0,Female,4,Engineering & Technical Roles,Financial Services,Affluent Customer,No,10.0,4680,Queensland,5
195,Talyah Rylatt,59.0,Female,34,Management & Leadership Roles,Manufacturing,Mass Customer,No,6.0,3143,Victoria,9
196,Swen Odhams,51.0,Male,90,Engineering & Technical Roles,Manufacturing,High Net Worth,No,6.0,2747,New South Wales,8
197,Avis Unknown,40.0,Female,32,unknown,Unknown,High Net Worth,No,5.0,2063,New South Wales,12
198,Vanya Gumb,36.0,Female,82,Administrative Roles,Entertainment,Mass Customer,No,16.0,3021,Victoria,7
199,Verla Alven,39.0,Female,61,Marketing & Media,Health,Mass Customer,Yes,21.0,2138,New South Wales,8
200,Hube Weald,60.0,Male,7,Administrative Roles,Property,Affluent Customer,Yes,19.0,4005,Queensland,2
201,Salem Huie,51.0,Male,45,Engineering & Technical Roles,Manufacturing,Mass Customer,Yes,11.0,2233,New South Wales,9
202,Audie Pillinger,54.0,Female,38,Education & Teaching,Entertainment,Affluent Customer,Yes,16.0,4811,Queensland,5
203,Donovan Conry,54.0,Male,71,Engineering & Technical Roles,Argiculture,Mass Customer,Yes,11.0,2085,New South Wales,11
204,Thorny Hackworth,41.0,Male,56,Marketing & Media,Financial Services,Mass Customer,No,5.0,3084,Victoria,10
205,Rolfe Kellard,59.0,Male,18,Administrative Roles,Financial Services,Mass Customer,Yes,6.0,3170,Victoria,9
206,Mari Chevolleau,63.0,Female,98,Science & Research,Unknown,Mass Customer,Yes,14.0,2066,New South Wales,9
207,Adena Whyman,23.0,Female,9,unknown,Unknown,Mass Customer,No,7.0,4113,Queensland,8
208,Rutter Excell,23.0,Male,57,Administrative Roles,Property,High Net Worth,No,5.0,4078,Queensland,7
209,Udall Bellard,60.0,Male,9,Engineering & Technical Roles,Unknown,Affluent Customer,Yes,6.0,2222,New South Wales,11
210,Albrecht Thomasson,54.0,Male,50,Administrative Roles,Property,Mass Customer,No,18.0,3152,Victoria,9
211,Beitris Unknown,43.0,Female,6,Management & Leadership Roles,Manufacturing,Mass Customer,Yes,5.0,2159,New South Wales,10
212,Nanice Ellse,16.0,Female,21,IT & Software Roles,IT,Affluent Customer,No,1.0,4503,Queensland,4
213,Lockwood Exroll,21.0,Male,13,Finance & Accounting,Financial Services,High Net Worth,Yes,6.0,4655,Queensland,4
214,Jeramie Cellier,60.0,Male,82,Science & Research,Health,Mass Customer,No,6.0,4220,Queensland,9
215,Debera Foxworthy,43.0,Female,37,Administrative Roles,Retail,High Net Worth,Yes,18.0,4012,Queensland,3
216,Cinderella Parcall,22.0,Female,12,Engineering & Technical Roles,Financial Services,High Net Worth,Yes,7.0,2153,New South Wales,10
217,Jeralee Quartly,38.0,Female,63,unknown,Manufacturing,High Net Worth,No,16.0,2070,New South Wales,11
218,Stefa Dunnan,24.0,Female,37,Administrative Roles,Property,High Net Worth,Yes,8.0,2015,New South Wales,8
219,Markus Mughal,53.0,Male,9,Engineering & Technical Roles,Health,Mass Customer,No,7.0,2776,New South Wales,8
220,Jeniffer Apark,63.0,Female,79,Engineering & Technical Roles,Manufacturing,High Net Worth,No,9.0,3011,Victoria,8
221,Mara Bloore,37.0,Female,14,Finance & Accounting,Manufacturing,Mass Customer,No,14.0,2761,New South Wales,8
222,Nev Larive,39.0,Male,89,Healthcare & Therapy,Health,Mass Customer,No,16.0,2015,New South Wales,11
223,Ossie Meaton,34.0,Male,13,Management & Leadership Roles,Unknown,Affluent Customer,Yes,14.0,2502,New South Wales,7
224,Morgun Girvan,50.0,Male,2,Finance & Accounting,Financial Services,Affluent Customer,No,17.0,2110,New South Wales,12
225,Brittaney Pring,40.0,Female,84,Science & Research,Health,Affluent Customer,No,13.0,2566,New South Wales,9
226,Bondie Letty,40.0,Male,96,Engineering & Technical Roles,Manufacturing,Mass Customer,No,20.0,2519,New South Wales,7
227,Wendall McKeand,44.0,Male,99,Finance & Accounting,Entertainment,Mass Customer,No,18.0,2506,New South Wales,9
228,Lucia Pickervance,31.0,Female,59,Engineering & Technical Roles,Manufacturing,High Net Worth,No,12.0,2209,New South Wales,7
229,Vaughn Lambis,51.0,Male,30,unknown,Property,High Net Worth,No,19.0,2116,New South Wales,10
230,Maegan Scyone,63.0,Female,74,Finance & Accounting,Property,High Net Worth,No,11.0,2075,New South Wales,11
231,Basile Winsor,22.0,Male,48,Engineering & Technical Roles,Financial Services,Mass Customer,Yes,3.0,2226,New South Wales,10
232,Zaria Koeppke,30.0,Female,94,Education & Teaching,Retail,Mass Customer,No,12.0,2145,New South Wales,9
233,Art Barwell,31.0,Male,34,Science & Research,Property,Mass Customer,No,13.0,2508,New South Wales,10
234,Mead Alpes,48.0,Female,71,Engineering & Technical Roles,Retail,High Net Worth,No,12.0,2036,New South Wales,10
235,Leona Phateplace,41.0,Female,30,Marketing & Media,Health,Mass Customer,No,15.0,2018,New South Wales,8
236,Tybalt Gillingwater,63.0,Male,79,Science & Research,Health,Affluent Customer,No,14.0,3666,Victoria,2
237,Reginald Dartan,43.0,Male,18,Administrative Roles,Property,High Net Worth,Yes,11.0,2021,New South Wales,11
238,Max Bilborough,33.0,Male,54,Engineering & Technical Roles,Unknown,Mass Customer,Yes,14.0,2750,New South Wales,8
239,Wells Pressman,25.0,Male,62,Engineering & Technical Roles,Health,Affluent Customer,No,3.0,4514,Queensland,3
240,Gavin Fawks,28.0,Male,49,Administrative Roles,IT,High Net Worth,Yes,15.0,2525,New South Wales,9
